,Elevacion
77373,15
77374,14
77375,13
77376,12
77377,14
77378,12
77379,11
77380,8
77381,8
77382,5
77383,8
77384,11
77385,14
77386,22
77387,24
77388,25
77389,23
77390,31
77391,44
77392,28
77393,31
77394,31
77395,32
77396,34
77397,41
77398,48
77399,91
77400,57
77401,59
77402,52
77403,64
77404,63
77405,68
77406,69
77407,83
77408,120
77409,112
77410,136
77411,107
77412,99
77413,87
77414,95
77415,121
77416,124
77417,138
77418,114
77419,132
77420,133
77421,174
77422,166
77423,211
77424,138
77425,129
77426,188
77427,178
77428,211
77429,185
77430,172
77431,203
77432,181
77433,187
77434,186
77435,181
77436,163
77437,175
77438,171
77439,197
77440,194
77441,194
77442,164
77443,177
77444,171
77445,182
77446,191
77447,173
77448,198
77449,172
77450,202
77451,172
77452,173
77453,173
77454,148
77455,153
77456,165
77457,146
77458,160
77459,180
77460,180
77461,175
77462,158
77463,173
77464,152
77465,155
77466,149
77467,150
77468,136
77469,140
77470,135
77471,139
77472,120
77473,110
77474,109
77475,110
77476,123
77477,115
77478,119
77479,97
77480,101
77481,104
77482,105
77483,104
77484,100
77485,104
77486,95
77487,90
77488,68
77489,65
77490,64
77491,63
77492,58
77493,46
77494,39
77495,38
77496,35
77497,32
77498,27
77499,24
77500,25
77501,27
77502,27
77503,20
77504,13
77505,10
77506,9
77507,10
77508,10
77509,9
77510,11
77511,9
77512,9
77513,9
77514,9
77515,9
77516,12
77517,8
77518,15
77519,12
77520,8
77521,8
77522,9
77523,8
77524,9
77525,10
77526,11
77527,7
77528,10
77529,9
77530,10
77531,12
77532,10
77533,10
77534,14
77535,11
77536,12
77537,11
77538,11
77539,9
77540,8
77541,11
77542,8
77543,8
77544,8
77545,8
77546,8
77547,12
77548,8
77549,15
77550,25
77551,34
77552,32
77553,21
77554,19
77555,18
77556,22
77557,25
77558,30
77559,39
77560,39
77561,39
77562,37
77563,30
77564,30
77565,21
77566,24
77567,20
77568,19
77569,26
77570,26
77571,26
77572,34
77573,25
77574,29
77575,26
77576,34
77577,27
77578,32
77579,25
77580,25
77581,28
77582,28
77583,25
77584,24
77585,24
77586,24
77587,24
77588,24
77589,38
77590,27
77591,28
77592,31
77593,38
77594,39
77595,38
77596,52
77597,43
77598,43
77599,54
77600,50
77601,38
77602,42
77603,41
77604,41
77605,48
77606,44
77607,42
77608,38
77609,39
77610,41
77611,43
77612,44
77613,45
77614,51
77615,54
77616,66
77617,67
77618,67
77619,64
77620,64
77621,62
77622,61
77623,62
77624,73
77625,68
77626,71
77627,71
77628,83
77629,88
77630,84
77631,80
77632,81
77633,75
77634,73
77635,70
77636,67
77637,69
77638,74
77639,66
77640,70
77641,63
77642,57
77643,58
77644,60
77645,62
77646,66
77647,65
77648,78
77649,66
77650,63
77651,56
77652,52
77653,43
77654,57
77655,56
77656,51
77657,56
77658,44
77659,42
77660,41
77661,33
77662,34
77663,33
77664,35
77665,35
77666,33
77667,31
77668,32
77669,27
77670,23
77671,31
77672,30
77673,24
77674,31
77675,27
77676,23
77677,22
77678,25
77679,25
77680,37
77681,27
77682,26
77683,21
77684,24
77685,23
77686,23
77687,25
77688,26
77689,25
77690,24
77691,25
77692,21
77693,23
77694,21
77695,23
77696,26
77697,24
77698,25
77699,25
77700,6
77701,8
77702,16
77703,22
77704,18
77705,32
77706,24
77707,39
77708,33
77709,35
77710,39
77711,44
77712,49
77713,45
77714,60
77715,49
77716,22
77717,38
77718,24
77719,10
77720,18
77721,16
77722,23
77723,9
77724,8
77725,7
77726,11
77727,17
77728,5
77729,6
77730,5
77731,3
77732,3
77733,4
77734,9
77735,11
77736,14
77737,16
77738,17
77739,20
77740,19
77741,23
77742,23
77743,26
77744,29
77745,28
77746,40
77747,50
77748,56
77749,67
77750,80
77751,63
77752,63
77753,61
77754,63
77755,65
77756,66
77757,79
77758,94
77759,114
77760,101
77761,86
77762,91
77763,79
77764,108
77765,94
77766,111
77767,105
77768,104
77769,114
77770,126
77771,149
77772,160
77773,135
77774,115
77775,139
77776,169
77777,229
77778,193
77779,147
77780,149
77781,154
77782,161
77783,192
77784,188
77785,175
77786,182
77787,177
77788,190
77789,190
77790,194
77791,188
77792,173
77793,170
77794,185
77795,206
77796,187
77797,186
77798,193
77799,207
77800,179
77801,180
77802,182
77803,171
77804,145
77805,155
77806,160
77807,172
77808,158
77809,172
77810,184
77811,169
77812,166
77813,150
77814,143
77815,152
77816,138
77817,131
77818,132
77819,124
77820,118
77821,117
77822,116
77823,113
77824,117
77825,132
77826,137
77827,121
77828,123
77829,109
77830,115
77831,91
77832,92
77833,84
77834,80
77835,81
77836,83
77837,73
77838,89
77839,80
77840,69
77841,56
77842,54
77843,46
77844,61
77845,52
77846,52
77847,42
77848,43
77849,25
77850,19
77851,18
77852,19
77853,20
77854,20
77855,14
77856,14
77857,11
77858,11
77859,10
77860,9
77861,9
77862,9
77863,9
77864,8
77865,13
77866,8
77867,15
77868,14
77869,14
77870,13
77871,8
77872,8
77873,10
77874,10
77875,13
77876,9
77877,7
77878,9
77879,11
77880,13
77881,9
77882,10
77883,12
77884,8
77885,7
77886,11
77887,12
77888,15
77889,10
77890,10
77891,8
77892,8
77893,8
77894,8
77895,10
77896,9
77897,12
77898,11
77899,29
77900,18
77901,19
77902,15
77903,21
77904,12
77905,15
77906,17
77907,22
77908,27
77909,36
77910,52
77911,49
77912,48
77913,50
77914,50
77915,38
77916,27
77917,21
77918,24
77919,25
77920,23
77921,28
77922,28
77923,30
77924,31
77925,29
77926,39
77927,37
77928,31
77929,27
77930,32
77931,30
77932,29
77933,33
77934,25
77935,26
77936,28
77937,29
77938,32
77939,32
77940,31
77941,28
77942,38
77943,39
77944,31
77945,48
77946,43
77947,41
77948,50
77949,47
77950,47
77951,47
77952,50
77953,44
77954,34
77955,43
77956,44
77957,56
77958,44
77959,45
77960,43
77961,51
77962,52
77963,48
77964,55
77965,55
77966,56
77967,67
77968,64
77969,69
77970,66
77971,71
77972,67
77973,70
77974,77
77975,86
77976,85
77977,84
77978,83
77979,79
77980,78
77981,79
77982,76
77983,73
77984,73
77985,63
77986,61
77987,64
77988,66
77989,71
77990,61
77991,58
77992,56
77993,56
77994,55
77995,57
77996,58
77997,56
77998,52
77999,54
78000,74
78001,58
78002,61
78003,56
78004,43
78005,53
78006,44
78007,47
78008,40
78009,34
78010,36
78011,35
78012,33
78013,33
78014,33
78015,36
78016,36
78017,29
78018,32
78019,31
78020,24
78021,25
78022,25
78023,29
78024,29
78025,29
78026,22
78027,23
78028,36
78029,25
78030,23
78031,24
78032,21
78033,23
78034,21
78035,23
78036,27
78037,26
78038,20
78039,26
78040,25
78041,26
78042,22
78043,26
78044,26
78045,26
78046,25
78047,23
78048,22
78049,25
78050,8
78051,6
78052,-1
78053,3
78054,16
78055,13
78056,26
78057,17
78058,24
78059,21
78060,25
78061,29
78062,43
78063,36
78064,40
78065,32
78066,20
78067,19
78068,12
78069,18
78070,6
78071,9
78072,6
78073,3
78074,-1
78075,3
78076,2
78077,14
78078,0
78079,3
78080,2
78081,2
78082,3
78083,5
78084,7
78085,6
78086,10
78087,13
78088,13
78089,18
78090,19
78091,21
78092,25
78093,27
78094,27
78095,28
78096,42
78097,51
78098,73
78099,100
78100,76
78101,81
78102,69
78103,62
78104,73
78105,76
78106,86
78107,89
78108,98
78109,91
78110,102
78111,114
78112,82
78113,79
78114,88
78115,82
78116,109
78117,117
78118,108
78119,98
78120,118
78121,121
78122,137
78123,133
78124,107
78125,126
78126,140
78127,146
78128,135
78129,133
78130,172
78131,154
78132,197
78133,182
78134,184
78135,184
78136,199
78137,195
78138,204
78139,197
78140,186
78141,179
78142,191
78143,194
78144,189
78145,204
78146,202
78147,219
78148,223
78149,191
78150,192
78151,190
78152,171
78153,156
78154,153
78155,155
78156,175
78157,164
78158,181
78159,196
78160,176
78161,159
78162,147
78163,141
78164,146
78165,138
78166,130
78167,126
78168,131
78169,127
78170,124
78171,127
78172,132
78173,126
78174,135
78175,131
78176,139
78177,130
78178,112
78179,129
78180,94
78181,83
78182,71
78183,65
78184,65
78185,66
78186,71
78187,62
78188,78
78189,62
78190,67
78191,65
78192,64
78193,60
78194,66
78195,58
78196,45
78197,44
78198,39
78199,39
78200,36
78201,16
78202,20
78203,13
78204,16
78205,15
78206,11
78207,9
78208,10
78209,10
78210,15
78211,13
78212,10
78213,10
78214,11
78215,13
78216,10
78217,12
78218,14
78219,8
78220,13
78221,8
78222,8
78223,8
78224,8
78225,8
78226,13
78227,14
78228,14
78229,11
78230,8
78231,11
78232,8
78233,7
78234,8
78235,11
78236,15
78237,15
78238,19
78239,18
78240,16
78241,11
78242,11
78243,10
78244,12
78245,10
78246,13
78247,12
78248,10
78249,8
78250,11
78251,9
78252,11
78253,12
78254,13
78255,12
78256,11
78257,18
78258,26
78259,22
78260,30
78261,27
78262,35
78263,38
78264,39
78265,36
78266,35
78267,27
78268,29
78269,26
78270,35
78271,36
78272,34
78273,34
78274,36
78275,33
78276,37
78277,34
78278,35
78279,30
78280,41
78281,33
78282,39
78283,30
78284,35
78285,23
78286,32
78287,29
78288,40
78289,33
78290,39
78291,31
78292,33
78293,33
78294,32
78295,33
78296,29
78297,46
78298,40
78299,45
78300,53
78301,56
78302,55
78303,45
78304,41
78305,46
78306,49
78307,44
78308,45
78309,51
78310,58
78311,51
78312,47
78313,49
78314,52
78315,58
78316,57
78317,53
78318,62
78319,61
78320,72
78321,75
78322,68
78323,76
78324,86
78325,88
78326,94
78327,95
78328,91
78329,83
78330,80
78331,74
78332,75
78333,78
78334,67
78335,71
78336,69
78337,63
78338,65
78339,58
78340,61
78341,59
78342,56
78343,61
78344,55
78345,52
78346,49
78347,54
78348,50
78349,49
78350,49
78351,46
78352,48
78353,46
78354,40
78355,47
78356,40
78357,38
78358,45
78359,41
78360,38
78361,43
78362,56
78363,56
78364,54
78365,43
78366,33
78367,32
78368,25
78369,26
78370,35
78371,27
78372,25
78373,26
78374,27
78375,30
78376,29
78377,34
78378,33
78379,29
78380,26
78381,23
78382,25
78383,26
78384,24
78385,25
78386,26
78387,26
78388,23
78389,25
78390,22
78391,23
78392,23
78393,24
78394,26
78395,28
78396,29
78397,25
78398,32
78399,28
78400,-1
78401,-1
78402,-1
78403,-1
78404,-1
78405,-1
78406,2
78407,12
78408,19
78409,12
78410,11
78411,13
78412,16
78413,17
78414,18
78415,15
78416,14
78417,15
78418,10
78419,2
78420,2
78421,3
78422,5
78423,13
78424,10
78425,15
78426,10
78427,6
78428,11
78429,1
78430,-1
78431,-1
78432,4
78433,8
78434,8
78435,14
78436,15
78437,14
78438,13
78439,19
78440,16
78441,19
78442,27
78443,20
78444,25
78445,26
78446,36
78447,41
78448,45
78449,61
78450,149
78451,106
78452,158
78453,75
78454,83
78455,84
78456,86
78457,69
78458,85
78459,83
78460,82
78461,88
78462,108
78463,90
78464,74
78465,73
78466,75
78467,83
78468,92
78469,112
78470,133
78471,108
78472,112
78473,109
78474,102
78475,131
78476,110
78477,110
78478,162
78479,178
78480,164
78481,199
78482,182
78483,191
78484,200
78485,208
78486,214
78487,215
78488,205
78489,190
78490,188
78491,201
78492,184
78493,184
78494,205
78495,206
78496,214
78497,207
78498,201
78499,181
78500,184
78501,174
78502,161
78503,155
78504,169
78505,177
78506,184
78507,186
78508,186
78509,203
78510,179
78511,171
78512,161
78513,144
78514,139
78515,141
78516,135
78517,146
78518,138
78519,143
78520,131
78521,143
78522,148
78523,120
78524,116
78525,110
78526,110
78527,106
78528,100
78529,90
78530,80
78531,77
78532,75
78533,66
78534,64
78535,60
78536,51
78537,53
78538,58
78539,62
78540,49
78541,50
78542,46
78543,41
78544,40
78545,43
78546,43
78547,32
78548,27
78549,26
78550,39
78551,28
78552,33
78553,32
78554,30
78555,32
78556,27
78557,22
78558,11
78559,9
78560,9
78561,9
78562,10
78563,11
78564,11
78565,11
78566,8
78567,10
78568,11
78569,11
78570,8
78571,8
78572,11
78573,8
78574,8
78575,8
78576,12
78577,12
78578,11
78579,16
78580,12
78581,18
78582,12
78583,14
78584,27
78585,25
78586,14
78587,17
78588,24
78589,22
78590,18
78591,17
78592,10
78593,11
78594,13
78595,13
78596,12
78597,9
78598,13
78599,11
78600,11
78601,13
78602,16
78603,13
78604,11
78605,13
78606,17
78607,15
78608,17
78609,19
78610,22
78611,19
78612,23
78613,29
78614,30
78615,24
78616,27
78617,23
78618,31
78619,30
78620,38
78621,42
78622,35
78623,36
78624,40
78625,42
78626,41
78627,40
78628,41
78629,38
78630,40
78631,45
78632,37
78633,35
78634,40
78635,37
78636,41
78637,42
78638,38
78639,45
78640,35
78641,32
78642,31
78643,33
78644,35
78645,36
78646,33
78647,38
78648,41
78649,47
78650,52
78651,57
78652,60
78653,54
78654,50
78655,53
78656,59
78657,52
78658,55
78659,54
78660,56
78661,63
78662,53
78663,58
78664,58
78665,54
78666,53
78667,59
78668,60
78669,59
78670,61
78671,59
78672,64
78673,68
78674,76
78675,87
78676,92
78677,85
78678,83
78679,81
78680,70
78681,79
78682,83
78683,74
78684,67
78685,71
78686,66
78687,67
78688,62
78689,61
78690,63
78691,62
78692,60
78693,67
78694,55
78695,55
78696,62
78697,62
78698,55
78699,59
78700,56
78701,49
78702,46
78703,55
78704,50
78705,40
78706,44
78707,49
78708,41
78709,41
78710,48
78711,45
78712,59
78713,54
78714,43
78715,35
78716,29
78717,33
78718,27
78719,25
78720,27
78721,26
78722,25
78723,31
78724,27
78725,26
78726,30
78727,26
78728,31
78729,26
78730,34
78731,25
78732,22
78733,30
78734,23
78735,22
78736,27
78737,20
78738,23
78739,22
78740,27
78741,25
78742,24
78743,26
78744,23
78745,30
78746,31
78747,28
78748,33
78749,37
78750,8
78751,-2
78752,-1
78753,-1
78754,-1
78755,-1
78756,-1
78757,-1
78758,2
78759,5
78760,7
78761,7
78762,7
78763,-1
78764,2
78765,-1
78766,-1
78767,-1
78768,-1
78769,-1
78770,-1
78771,-1
78772,-1
78773,11
78774,8
78775,7
78776,10
78777,8
78778,7
78779,8
78780,-1
78781,3
78782,4
78783,8
78784,5
78785,4
78786,7
78787,13
78788,14
78789,16
78790,17
78791,18
78792,20
78793,24
78794,27
78795,24
78796,32
78797,31
78798,41
78799,45
78800,61
78801,181
78802,152
78803,75
78804,84
78805,96
78806,71
78807,65
78808,71
78809,79
78810,67
78811,76
78812,86
78813,80
78814,80
78815,67
78816,70
78817,88
78818,93
78819,114
78820,112
78821,87
78822,91
78823,96
78824,110
78825,128
78826,144
78827,123
78828,121
78829,162
78830,207
78831,163
78832,207
78833,184
78834,200
78835,215
78836,218
78837,229
78838,237
78839,220
78840,208
78841,194
78842,198
78843,204
78844,200
78845,214
78846,195
78847,198
78848,176
78849,171
78850,166
78851,163
78852,176
78853,171
78854,191
78855,180
78856,207
78857,181
78858,182
78859,180
78860,165
78861,157
78862,157
78863,149
78864,169
78865,152
78866,140
78867,151
78868,161
78869,157
78870,139
78871,147
78872,143
78873,119
78874,114
78875,94
78876,89
78877,83
78878,92
78879,80
78880,89
78881,73
78882,66
78883,65
78884,66
78885,67
78886,57
78887,48
78888,46
78889,49
78890,48
78891,44
78892,39
78893,43
78894,36
78895,37
78896,50
78897,43
78898,37
78899,37
78900,19
78901,18
78902,28
78903,16
78904,22
78905,19
78906,29
78907,18
78908,10
78909,10
78910,13
78911,10
78912,12
78913,12
78914,10
78915,12
78916,15
78917,8
78918,8
78919,7
78920,8
78921,7
78922,10
78923,14
78924,14
78925,16
78926,15
78927,13
78928,13
78929,10
78930,10
78931,11
78932,15
78933,18
78934,17
78935,13
78936,23
78937,16
78938,26
78939,24
78940,23
78941,15
78942,14
78943,13
78944,14
78945,14
78946,14
78947,13
78948,17
78949,17
78950,15
78951,15
78952,14
78953,11
78954,23
78955,18
78956,16
78957,15
78958,23
78959,20
78960,16
78961,23
78962,21
78963,26
78964,25
78965,29
78966,20
78967,28
78968,28
78969,29
78970,33
78971,34
78972,35
78973,39
78974,37
78975,44
78976,50
78977,49
78978,44
78979,47
78980,44
78981,45
78982,45
78983,48
78984,49
78985,46
78986,43
78987,46
78988,43
78989,44
78990,45
78991,37
78992,35
78993,35
78994,36
78995,36
78996,43
78997,35
78998,40
78999,43
79000,46
79001,53
79002,51
79003,59
79004,64
79005,60
79006,71
79007,60
79008,60
79009,64
79010,65
79011,59
79012,69
79013,70
79014,72
79015,55
79016,60
79017,58
79018,61
79019,65
79020,65
79021,73
79022,72
79023,81
79024,79
79025,86
79026,92
79027,86
79028,86
79029,87
79030,83
79031,76
79032,72
79033,70
79034,74
79035,76
79036,70
79037,67
79038,65
79039,66
79040,68
79041,67
79042,67
79043,61
79044,61
79045,61
79046,65
79047,70
79048,61
79049,57
79050,62
79051,64
79052,70
79053,58
79054,55
79055,45
79056,52
79057,52
79058,64
79059,49
79060,49
79061,42
79062,39
79063,43
79064,40
79065,27
79066,30
79067,31
79068,29
79069,24
79070,27
79071,29
79072,29
79073,25
79074,27
79075,30
79076,36
79077,25
79078,29
79079,29
79080,23
79081,29
79082,23
79083,25
79084,22
79085,25
79086,26
79087,25
79088,26
79089,25
79090,23
79091,25
79092,29
79093,27
79094,26
79095,24
79096,29
79097,30
79098,30
79099,32
79100,5
79101,1
79102,-1
79103,-1
79104,-1
79105,-1
79106,-1
79107,-1
79108,-1
79109,-1
79110,-1
79111,-1
79112,-1
79113,-1
79114,-1
79115,-1
79116,-1
79117,-1
79118,-1
79119,-1
79120,-1
79121,-1
79122,-1
79123,-1
79124,-1
79125,-1
79126,0
79127,-1
79128,6
79129,8
79130,-1
79131,2
79132,5
79133,7
79134,5
79135,7
79136,15
79137,9
79138,14
79139,14
79140,19
79141,24
79142,24
79143,27
79144,32
79145,30
79146,29
79147,31
79148,38
79149,41
79150,45
79151,55
79152,53
79153,60
79154,61
79155,115
79156,86
79157,157
79158,68
79159,59
79160,58
79161,59
79162,65
79163,61
79164,81
79165,73
79166,80
79167,88
79168,79
79169,91
79170,80
79171,107
79172,109
79173,126
79174,108
79175,148
79176,123
79177,180
79178,156
79179,159
79180,218
79181,249
79182,208
79183,211
79184,198
79185,205
79186,200
79187,209
79188,219
79189,219
79190,220
79191,234
79192,198
79193,227
79194,225
79195,213
79196,209
79197,190
79198,180
79199,177
79200,173
79201,180
79202,186
79203,199
79204,184
79205,193
79206,220
79207,208
79208,216
79209,183
79210,177
79211,173
79212,179
79213,158
79214,162
79215,159
79216,152
79217,167
79218,172
79219,163
79220,132
79221,120
79222,113
79223,104
79224,113
79225,125
79226,99
79227,88
79228,84
79229,73
79230,74
79231,75
79232,84
79233,76
79234,79
79235,79
79236,66
79237,64
79238,55
79239,45
79240,41
79241,42
79242,36
79243,35
79244,35
79245,31
79246,30
79247,47
79248,44
79249,29
79250,19
79251,26
79252,14
79253,12
79254,10
79255,9
79256,11
79257,11
79258,10
79259,10
79260,8
79261,15
79262,13
79263,10
79264,10
79265,10
79266,10
79267,12
79268,8
79269,11
79270,11
79271,12
79272,12
79273,12
79274,7
79275,7
79276,16
79277,10
79278,14
79279,12
79280,9
79281,9
79282,9
79283,9
79284,9
79285,9
79286,11
79287,19
79288,21
79289,27
79290,24
79291,20
79292,17
79293,13
79294,14
79295,13
79296,13
79297,13
79298,13
79299,15
79300,13
79301,18
79302,14
79303,21
79304,18
79305,21
79306,12
79307,13
79308,19
79309,18
79310,17
79311,23
79312,16
79313,19
79314,23
79315,22
79316,24
79317,32
79318,30
79319,26
79320,22
79321,25
79322,25
79323,34
79324,37
79325,46
79326,48
79327,56
79328,62
79329,57
79330,59
79331,53
79332,58
79333,61
79334,52
79335,49
79336,45
79337,43
79338,48
79339,51
79340,51
79341,43
79342,40
79343,39
79344,33
79345,34
79346,41
79347,39
79348,43
79349,47
79350,47
79351,54
79352,60
79353,50
79354,56
79355,61
79356,65
79357,69
79358,62
79359,79
79360,82
79361,79
79362,77
79363,77
79364,66
79365,69
79366,69
79367,69
79368,71
79369,78
79370,71
79371,79
79372,70
79373,84
79374,105
79375,101
79376,100
79377,92
79378,82
79379,82
79380,74
79381,82
79382,80
79383,75
79384,81
79385,74
79386,70
79387,79
79388,70
79389,71
79390,78
79391,80
79392,75
79393,67
79394,66
79395,66
79396,74
79397,71
79398,74
79399,70
79400,70
79401,75
79402,78
79403,74
79404,67
79405,66
79406,58
79407,59
79408,52
79409,54
79410,62
79411,53
79412,44
79413,35
79414,25
79415,33
79416,30
79417,30
79418,30
79419,28
79420,29
79421,26
79422,39
79423,26
79424,31
79425,31
79426,25
79427,27
79428,25
79429,23
79430,23
79431,27
79432,28
79433,24
79434,23
79435,25
79436,26
79437,28
79438,33
79439,33
79440,26
79441,32
79442,25
79443,25
79444,26
79445,31
79446,30
79447,31
79448,29
79449,30
79450,-1
79451,-1
79452,-1
79453,-1
79454,-1
79455,-1
79456,-1
79457,-1
79458,-1
79459,-1
79460,-1
79461,-1
79462,-1
79463,-1
79464,-1
79465,-1
79466,-1
79467,-1
79468,-1
79469,-1
79470,-1
79471,-1
79472,-1
79473,-1
79474,-1
79475,-1
79476,-1
79477,-1
79478,7
79479,11
79480,-2
79481,6
79482,3
79483,5
79484,4
79485,9
79486,13
79487,13
79488,11
79489,14
79490,19
79491,19
79492,19
79493,26
79494,27
79495,29
79496,30
79497,32
79498,33
79499,36
79500,40
79501,44
79502,46
79503,52
79504,47
79505,51
79506,50
79507,55
79508,57
79509,91
79510,64
79511,56
79512,61
79513,73
79514,81
79515,105
79516,93
79517,79
79518,71
79519,87
79520,83
79521,84
79522,92
79523,99
79524,112
79525,134
79526,169
79527,162
79528,166
79529,161
79530,193
79531,212
79532,210
79533,203
79534,196
79535,205
79536,206
79537,201
79538,192
79539,205
79540,234
79541,220
79542,235
79543,224
79544,225
79545,216
79546,198
79547,197
79548,191
79549,193
79550,192
79551,196
79552,210
79553,187
79554,201
79555,196
79556,190
79557,184
79558,196
79559,175
79560,176
79561,189
79562,167
79563,186
79564,186
79565,194
79566,163
79567,172
79568,163
79569,155
79570,144
79571,130
79572,120
79573,140
79574,127
79575,119
79576,108
79577,110
79578,96
79579,105
79580,99
79581,92
79582,103
79583,81
79584,93
79585,81
79586,82
79587,74
79588,73
79589,69
79590,57
79591,44
79592,47
79593,47
79594,36
79595,32
79596,25
79597,24
79598,45
79599,30
79600,20
79601,21
79602,20
79603,13
79604,13
79605,9
79606,9
79607,10
79608,9
79609,8
79610,9
79611,10
79612,10
79613,9
79614,9
79615,10
79616,10
79617,12
79618,8
79619,13
79620,13
79621,9
79622,12
79623,14
79624,21
79625,14
79626,11
79627,18
79628,23
79629,9
79630,9
79631,9
79632,9
79633,10
79634,12
79635,14
79636,21
79637,33
79638,24
79639,19
79640,33
79641,21
79642,29
79643,19
79644,21
79645,19
79646,16
79647,20
79648,13
79649,15
79650,22
79651,25
79652,16
79653,15
79654,17
79655,15
79656,32
79657,17
79658,14
79659,13
79660,17
79661,17
79662,19
79663,18
79664,22
79665,20
79666,20
79667,20
79668,22
79669,28
79670,27
79671,26
79672,23
79673,28
79674,30
79675,44
79676,52
79677,46
79678,56
79679,56
79680,63
79681,57
79682,51
79683,60
79684,58
79685,57
79686,57
79687,51
79688,50
79689,58
79690,57
79691,53
79692,43
79693,39
79694,37
79695,34
79696,38
79697,43
79698,42
79699,48
79700,51
79701,44
79702,47
79703,49
79704,50
79705,56
79706,59
79707,62
79708,76
79709,73
79710,86
79711,70
79712,70
79713,80
79714,81
79715,87
79716,82
79717,74
79718,84
79719,91
79720,76
79721,77
79722,83
79723,88
79724,98
79725,97
79726,90
79727,84
79728,87
79729,85
79730,94
79731,88
79732,79
79733,81
79734,79
79735,78
79736,81
79737,78
79738,77
79739,76
79740,74
79741,78
79742,74
79743,69
79744,68
79745,63
79746,63
79747,59
79748,78
79749,69
79750,71
79751,64
79752,60
79753,62
79754,58
79755,69
79756,59
79757,55
79758,59
79759,60
79760,61
79761,51
79762,45
79763,33
79764,33
79765,24
79766,26
79767,36
79768,36
79769,26
79770,26
79771,25
79772,39
79773,31
79774,35
79775,24
79776,24
79777,29
79778,23
79779,32
79780,23
79781,23
79782,28
79783,32
79784,32
79785,33
79786,31
79787,27
79788,31
79789,25
79790,26
79791,24
79792,30
79793,31
79794,31
79795,27
79796,30
79797,34
79798,31
79799,35
79800,-1
79801,-1
79802,-1
79803,-1
79804,-1
79805,-1
79806,-1
79807,-1
79808,-1
79809,-1
79810,-1
79811,-1
79812,-1
79813,-1
79814,-1
79815,-1
79816,-1
79817,-1
79818,-1
79819,-1
79820,-1
79821,-1
79822,-1
79823,-1
79824,-1
79825,-1
79826,-1
79827,-1
79828,-1
79829,9
79830,1
79831,1
79832,7
79833,6
79834,9
79835,9
79836,10
79837,17
79838,14
79839,19
79840,17
79841,20
79842,21
79843,24
79844,26
79845,29
79846,33
79847,118
79848,33
79849,31
79850,40
79851,40
79852,43
79853,42
79854,43
79855,50
79856,44
79857,43
79858,82
79859,162
79860,196
79861,103
79862,85
79863,80
79864,85
79865,110
79866,96
79867,94
79868,95
79869,85
79870,81
79871,85
79872,91
79873,95
79874,101
79875,123
79876,186
79877,157
79878,205
79879,146
79880,140
79881,181
79882,193
79883,188
79884,185
79885,213
79886,197
79887,194
79888,197
79889,213
79890,230
79891,238
79892,238
79893,217
79894,216
79895,220
79896,192
79897,197
79898,194
79899,214
79900,195
79901,190
79902,196
79903,171
79904,176
79905,166
79906,181
79907,155
79908,147
79909,166
79910,165
79911,167
79912,144
79913,157
79914,154
79915,154
79916,162
79917,176
79918,144
79919,150
79920,168
79921,158
79922,154
79923,153
79924,139
79925,129
79926,109
79927,92
79928,84
79929,85
79930,79
79931,71
79932,92
79933,97
79934,73
79935,70
79936,60
79937,65
79938,81
79939,81
79940,63
79941,69
79942,60
79943,55
79944,39
79945,22
79946,19
79947,18
79948,19
79949,15
79950,38
79951,28
79952,27
79953,16
79954,23
79955,11
79956,11
79957,10
79958,9
79959,9
79960,8
79961,12
79962,9
79963,10
79964,11
79965,12
79966,10
79967,12
79968,7
79969,8
79970,12
79971,13
79972,7
79973,19
79974,18
79975,26
79976,32
79977,28
79978,27
79979,20
79980,23
79981,19
79982,17
79983,13
79984,12
79985,11
79986,17
79987,25
79988,51
79989,59
79990,50
79991,29
79992,33
79993,33
79994,24
79995,21
79996,18
79997,18
79998,21
79999,17
80000,21
80001,28
80002,22
80003,22
80004,15
80005,21
80006,18
80007,37
80008,26
80009,17
80010,23
80011,20
80012,20
80013,25
80014,23
80015,27
80016,26
80017,24
80018,29
80019,24
80020,32
80021,29
80022,25
80023,28
80024,30
80025,42
80026,37
80027,41
80028,45
80029,49
80030,49
80031,46
80032,44
80033,54
80034,51
80035,61
80036,63
80037,62
80038,68
80039,61
80040,60
80041,60
80042,47
80043,45
80044,42
80045,46
80046,42
80047,47
80048,41
80049,44
80050,42
80051,56
80052,48
80053,56
80054,55
80055,60
80056,58
80057,67
80058,76
80059,74
80060,69
80061,66
80062,71
80063,71
80064,66
80065,73
80066,74
80067,84
80068,87
80069,84
80070,93
80071,100
80072,92
80073,98
80074,107
80075,102
80076,94
80077,98
80078,96
80079,98
80080,99
80081,90
80082,91
80083,86
80084,84
80085,78
80086,83
80087,89
80088,81
80089,77
80090,71
80091,65
80092,65
80093,70
80094,62
80095,61
80096,61
80097,57
80098,58
80099,54
80100,62
80101,60
80102,62
80103,55
80104,59
80105,53
80106,63
80107,49
80108,51
80109,46
80110,55
80111,38
80112,44
80113,35
80114,28
80115,27
80116,25
80117,25
80118,28
80119,32
80120,28
80121,30
80122,27
80123,35
80124,28
80125,26
80126,28
80127,31
80128,25
80129,25
80130,25
80131,24
80132,26
80133,43
80134,27
80135,33
80136,31
80137,25
80138,26
80139,28
80140,26
80141,26
80142,22
80143,25
80144,28
80145,29
80146,27
80147,32
80148,28
