CODIGO,CATEGORIA,NOMBRE,MUNICIPIO,DEPARTAMENTO,AO,ELEVACION,LONGITUD,LATITUD,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL
48015010,SP,Aeropuerto Vásquez Cobo,Leticia,Amazonas,11,84,-69.94,-4.19,351.6,355.1,357.9,376.4,299.9,189.8,158.1,152.5,222.8,255.4,317.5,319.8,3356.9
26180160,PM,Abejorral,Abejorral,Antioquia,1,2450,-75.43,5.79,97.2,97.2,162.4,196.3,222.3,148.7,123.5,149.4,220,288.9,246.3,157.7,2110
11110020,PG,Abriaquí,Abriaquí,Antioquia,1,1920,-76.08,6.64,92.4,108.7,151.1,244.4,263.9,189,141.5,160.8,218.1,270,235,156.4,2231.3
27010850,PM,Amalfi,Amalfi,Antioquia,1,1530,-75.08,6.91,74.1,98.3,152.9,293.2,299,220.8,254.4,260.1,303.7,367.3,251.3,127.8,2702.9
27010960,PM,Hacienda Monos,Amalfi,Antioquia,1,1100,-74.9,6.9,60.3,122.7,163.8,311.9,385.4,344.5,376.1,332.2,357.2,363.1,243.8,93.6,3154.6
26195020,CO,Instituto Téc. Agropecuario de Andes,Andes,Antioquia,1,1180,-75.88,5.69,83.5,102.3,165.8,228.6,249.3,188.6,186.4,189.2,225.3,212.4,185,129.8,2146.2
26190100,PM,Santa Bárbara,Andes,Antioquia,1,1250,-75.9,5.56,116.3,138.7,176.1,248.8,265.7,209.5,197.7,199.5,226.5,262.6,200.7,164.3,2406.4
27020210,PM,Angostura,Angostura,Antioquia,1,1650,-75.33,6.88,50.8,93.7,118.2,255.4,414.6,371.1,347.1,333.7,324.1,317.7,212.3,103.6,2942.3
26210090,PM,Anzá,Anzá,Antioquia,1,550,-75.86,6.3,48.6,63.7,93.8,152,193.5,184.9,148,159.4,173.7,204.3,154.3,69.8,1646
12010070,PM,El Casco ,Apartado,Antioquia,1,18,-76.65,7.88,100,87.2,97.2,235.3,338.4,271.2,237.1,254.1,260.9,284.8,267,205.7,2638.9
12010060,PM,La Lorena ,Apartado,Antioquia,1,31,-76.69,7.86,119.5,100.3,120.1,241.6,316.9,251.6,264.8,236.7,230,278.7,268,196,2624.2
27010800,PM,La Meseta  San Pedro,Bello,Antioquia,1,2600,-75.61,6.4,45.9,53.4,82.4,142.1,181.6,148.4,133.2,128.7,165.8,203.2,148.6,82.2,1515.5
27015090,CO,Tulio Ospina,Bello,Antioquia,1,1453,-75.55,6.32,37.9,50.3,98.9,162.4,191,141,119.8,126.8,176.9,216.4,136.1,77.8,1535.3
27010870,PM,Belmira,Belmira,Antioquia,1,2540,-75.67,6.61,89.5,116,175.2,230.7,262,167.5,151.3,150.1,208.9,244.2,213.3,134.5,2143.2
26190090,PM,Betania-Las Guacas,Betania,Antioquia,1,1600,-75.98,5.76,124.5,151.2,198.2,292.4,318.2,225,222.2,235.2,267.8,307.5,240.9,161.8,2744.9
26210140,PM,Altamira,Betulia,Antioquia,1,1792,-75.95,6.22,62.8,101.1,134.5,204.3,235.1,182.2,186,169.9,222.8,231.2,202.1,104.2,2036.2
26225040,CO,Hacienda Piunti,Buriticá,Antioquia,1,1650,-75.91,6.73,29.5,40.9,67.6,150.4,187.4,135.9,124.5,145.5,184.3,188.9,129.9,64.8,1449.6
26250030,PM,Cáceres,Cáceres,Antioquia,1,95,-75.35,7.58,66.1,88.9,135.8,333.9,438.9,445.1,395.4,466.7,413.5,489,349.5,185.9,3808.7
26240100,PM,Guarumo-La Lucha,Cáceres,Antioquia,1,70,-75.21,7.86,39.9,52.9,65.2,223.7,313.5,371.5,346.7,407.9,376.4,380,254.2,132.4,2964.3
26240060,PM,Manizales,Cáceres,Antioquia,1,75,-75.42,7.84,37.2,46.6,76.8,209.9,323.3,351.7,333.4,374.7,322.7,335.2,251,90,2752.5
26210070,PM,Caicedo,Caicedo,Antioquia,1,1750,-75.98,6.41,66.1,87.9,187.9,244.9,275.4,200.2,176.4,167.7,217,247.5,154.3,91.5,2116.8
12010090,PM,Trigana,Carepa,Antioquia,1,4,-76.71,7.75,91.2,71.7,144.5,263.9,360.7,344,304.3,313.7,302.2,302.1,311.5,238.9,3048.7
26240160,PM,La Coquera ,Caucasia,Antioquia,1,49,-75.2,7.96,21.2,39.4,83,214.1,291.7,363.2,376.9,386.8,372.9,312.8,219.5,89.5,2771
25020530,PM,La Ilusión,Caucasia,Antioquia,1,60,-75.09,8.03,23.1,36.1,74,212.2,308.2,332.1,379.9,370.7,340,326.7,231.4,76.6,2711
12010030,PM,Barranquillita,Chigorodó,Antioquia,1,36,-76.7,7.57,106,75,106.5,250.7,393.7,425.3,419.3,448.3,357.4,349.9,378.6,268.1,3578.8
23080750,PM,Cocorná,Cocorná,Antioquia,1,1455,-75.18,6.05,257.2,248.3,328.6,458.5,487,316.2,306,351.3,480,526.7,471.3,325,4556.1
23080740,PM,Concepción,Concepción,Antioquia,1,1837,-75.26,6.4,88.4,131.7,186,313.4,361.8,290.1,328.5,298.1,341.8,354.9,244.9,129.7,3069.3
26215010,CO,Concordia,Concordia,Antioquia,1,1904,-75.92,6.04,89.8,108.6,153.7,256.6,281,236.1,200.8,200.6,257.4,291.2,241.7,154.5,2472
23080650,PM,Campoalegre,El Carmen de Viboral,Antioquia,1,2137,-75.34,6.07,95.8,125.4,178.5,262.8,333.8,274.9,272.8,277.3,306.6,271.8,187.2,122.5,2709.4
27010830,PM,San Isidro,Entrerríos,Antioquia,1,2320,-75.52,6.56,54.9,73.7,126.9,168,213,183.4,182.9,163.4,193.5,211.7,158.8,81.8,1812
26200150,PM,Fredonia,Fredonia,Antioquia,1,1650,-75.69,5.94,120.2,130.5,181.6,272.2,348.4,243.4,213.6,236.4,291,338.9,303.6,188.5,2868.3
11110030,PM,Fuemia,Frontino,Antioquia,1,905,-76.25,6.86,49.6,47.8,81.8,129.9,208.3,183,130.7,144.1,165.4,205.9,156.9,85.5,1588.9
11110010,PM,Normal Santa Teresa,Frontino,Antioquia,1,1370,-76.13,6.76,79.6,103.4,127.7,255.3,315.5,253.8,200.1,229.8,274,321.5,271.3,131.7,2563.7
26220090,PM,Giraldo,Giraldo,Antioquia,1,1973,-75.96,6.69,48.9,57.6,87.2,184.5,212.9,179.3,152.7,152.8,209.9,231.6,159.8,99.3,1776.5
27010820,PM,La Cuchilla,Girardota,Antioquia,1,1600,-75.45,6.37,41.3,64.1,100,191.9,253.5,170.4,148.5,175.1,218.8,251.6,156.1,93,1864.3
27010900,PM,Gómez Plata,Gómez Plata,Antioquia,1,1850,-75.22,6.68,83.7,115.4,186.6,345.5,438.9,325.4,295.1,336.2,396.8,388.2,278.3,149.9,3340
27010770,PM,El Chuscal,Heliconia,Antioquia,1,2100,-75.71,6.18,140.6,143.9,232.5,325.9,366.6,243.7,200.8,238.8,314.6,375.1,298.3,177.3,3058.1
26220100,PM,La Granja,Ituango,Antioquia,1,1000,-75.73,7.25,24,43.1,57.3,147.6,236.2,209.4,220.5,225.1,227.5,242.6,158.1,71.5,1862.9
26220110,PG,Santa Rita,Ituango,Antioquia,1,1950,-75.62,7.32,46.9,85.6,104.6,222.2,307.1,288.6,322.7,310.4,293.3,341.5,262.6,128.2,2713.7
26170190,PM,El Dique ,Jericó,Antioquia,1,850,-75.72,5.8,96.9,95.2,164.5,235.1,315.2,249.9,195.6,228.2,281.7,316.2,281.8,162,2622.3
26180170,PM,La Unión,La Unión,Antioquia,1,2530,-75.38,6,87.6,120.2,144,223.6,297.2,207.2,206.4,213.3,257.1,237.7,197.2,121.5,2313
26185020,CO,Mesopotamia,La Unión,Antioquia,1,2408,-75.32,5.89,160.3,207.8,258.3,320,405.5,360.6,363.6,331.2,399.1,303,230,194.2,3533.6
26230140,PM,La Placita ,Liborina,Antioquia,1,1250,-75.76,6.72,77.3,99.1,131.8,235.8,261,201.3,165.9,160.6,222,262,202.2,112.6,2131.6
23080640,PM,Marinilla,Marinilla,Antioquia,1,2150,-75.33,6.17,65.7,94.1,131.7,217.2,264.4,179.6,190.3,211.7,260.1,280.6,178.3,105.3,2179
27015070,SP,Aeropuerto Olaya Herrera,Medellín,Antioquia,1,1490,-75.59,6.22,63.7,79,130.4,171.9,215.2,152,133.1,139.7,181.9,226.7,158.9,105.1,1757.6
27010810,PM,Santa Helena,Medellín,Antioquia,1,2550,-75.52,6.2,113.2,126.8,175.5,299.6,346.7,215.5,200.7,223.9,286.5,380.3,288.9,161.1,2818.7
26180200,PM,Montebello,Montebello,Antioquia,1,2073,-75.54,5.95,98.2,101.1,166.4,237.4,262.3,175.7,150.4,159.1,267,342.4,288.9,182.6,2431.5
27030040,PM,El Guamo,Nechí,Antioquia,1,40,-74.81,7.9,83.4,93.9,137,310.7,520.5,471.5,496.9,596.6,511.3,514.8,450.1,230,4416.7
25021480,PM,Radio La Esperanza ,Nechí,Antioquia,1,31,-74.79,8.03,80.1,78.5,108.8,312.8,544.7,479.1,502.6,578,461.8,518.5,459.7,231.8,4356.4
26170150,PM,Pueblorrico,Pueblorrico,Antioquia,1,1785,-75.84,5.79,114.9,109.3,208,289.6,350.3,291.2,241.5,250.7,309.8,346.3,293.4,175.2,2980.2
23095010,CP,Aeropuerto Puerto Berrío,Puerto Berrío,Antioquia,8,150,-74.41,6.47,50,85.8,186.7,332.3,294.7,225.8,221.8,269.4,348.9,327.7,200.5,101.4,2645
27030080,PM,La Cruzada ,Remedios,Antioquia,1,650,-74.72,7.07,79.8,97.6,120.2,291.7,320.8,284.1,257.9,314.5,307.2,341.3,245.7,155.6,2816.4
26230200,PG,Sabanalarga,Sabanalarga,Antioquia,1,1000,-75.81,6.85,26.7,38.3,77.2,134.7,181.7,167,141.5,126.9,167.8,181.1,121.8,60.4,1425.1
26210110,PM,Peñalisa,Salgar,Antioquia,1,550,-75.86,5.93,129.9,121.1,173.7,264.8,421,335.9,296.7,287.1,333.7,351.4,328.3,166.4,3210
26230130,PM,Cruces Arriba,San Andrés de Cuerquia,Antioquia,1,2830,-75.61,6.89,65,87.3,134.2,251.4,340.2,227.3,216.6,206.4,278.1,348.6,243.3,102.6,2501
26230110,PM,San Andrés,San Andrés de Cuerquia,Antioquia,1,1600,-75.67,6.91,57,78,106.2,205.3,252.8,179.2,151.4,160.7,211.1,244,197,98.7,1941.4
23080810,PG,El Jordán,San Carlos,Antioquia,1,858,-74.83,6.25,94.5,109.7,189.4,327.9,364.6,278.4,248.6,312.3,406.6,380,270.5,152.1,3134.6
23080760,PM,San Roque,San Roque,Antioquia,1,1412,-75.02,6.49,171.5,175.4,299.7,454.9,507,363.7,309.6,382.3,467.8,469.5,364.1,197.9,4163.4
12030010,PM,San Juan de Urabá,San Juan de Urabá,Antioquia,2,4,-76.53,8.76,33.5,33.8,63,162.6,267.7,249.6,209.6,278.7,245.9,246.3,269.7,121.2,2181.6
27010880,PM,Montañitas,Santa Rosa de Osos,Antioquia,1,2630,-75.39,6.7,48.9,88.3,127.7,244.4,323.9,259.5,282.4,249.2,275.6,250.8,166.7,99.3,2416.7
23050100,PM,San Miguel,Sonsón,Antioquia,10,1751,-74.73,5.73,106,128.4,219.5,328,326.5,164.6,154.7,200.3,256.3,397.2,264.9,164.7,2711.1
26175030,CP,La Granja Nacional ,Támesis,Antioquia,1,1153,-75.69,5.72,85.8,110.3,150.2,231.4,296.2,207.5,191.8,202.5,278.9,306.3,247.9,167.3,2476.1
26250110,PM,Barro Blanco,Tarazá,Antioquia,1,190,-75.26,7.47,119.5,124.8,201.8,485,637.1,569.4,602.9,608.3,575.5,672.5,583.7,292.4,5472.9
26200120,PM,Otramina,Titiribí,Antioquia,1,1375,-75.79,6.07,97.5,107,144.4,243.1,285.3,229.4,195.9,190.2,220,279.4,223.1,110.2,2325.5
12010100,PM,Eupol,Turbo,Antioquia,1,4,-76.62,7.95,112.1,75,99.5,261.6,320.8,252.9,254.1,297.2,254.9,309.1,262.9,195.7,2695.8
12010110,PM,Prado Mar,Turbo,Antioquia,1,5,-76.64,7.99,75.6,65.3,68.7,218.4,300.7,271.6,239.7,253.7,215.6,225.8,228.7,179.5,2343.3
12020010,PM,Pueblo Bello,Turbo,Antioquia,1,10,-76.52,8.2,40.6,37,59.3,157.8,223.9,165.2,170,185.4,169.8,154,142.5,88.4,1593.9
12010120,PM,Santa Martha,Turbo,Antioquia,1,130,-76.65,7.92,101,74.7,96.2,228,330.2,318.3,278,281.4,256.7,296.6,298.8,197.9,2757.8
11070020,PM,El Roble,Urrao,Antioquia,1,2050,-76.23,6.33,119,115.9,133.8,199.4,249.7,182.5,171.9,170.6,223.6,295.8,255,168,2285.2
11070030,PM,La Clarita,Urrao,Antioquia,1,2150,-76.16,6.54,163.7,164.9,240.9,371.3,339.9,268.7,187.2,233.7,308,381.5,404.7,233.1,3297.6
11075020,CO,Urrao,Urrao,Antioquia,1,1833,-76.14,6.3,50.4,59.2,84,148.2,203.9,176.4,163.1,144.7,183.6,196.8,153.8,89.3,1653.4
27020260,PM,El Tesoro,Valdivia,Antioquia,1,1000,-75.3,7.25,122.8,159,262.2,456.3,592.6,543.1,480.2,594.3,400.7,555.4,423.2,248.6,4838.4
26240150,PG,Puerto Valdivia,Valdivia,Antioquia,1,150,-75.4,7.29,156,201.5,241.8,442,543.9,528.1,541,530.2,513.7,524.4,388.7,234.4,4845.7
26255020,CP,Santa Isabel,Valdivia,Antioquia,1,1132,-75.44,7.16,133.6,180.6,218.9,406.6,540.1,580.9,602.4,582.6,523,493.6,405.9,239.1,4907.3
23100030,PM,El Tigre ,Vegachí,Antioquia,1,994,-74.79,6.84,35.9,76.9,121.8,252.7,296.4,235.7,265.7,278.8,311.1,288.4,226.4,81.8,2471.6
23105030,CO,Vegachí,Vegachí,Antioquia,1,990,-74.8,6.77,27.2,66.1,114.3,238.1,258.1,201.3,218.8,233.9,280.6,246.5,166.7,66.6,2118.2
26200130,PM,Bolombolo,Venecia,Antioquia,1,1700,-75.84,5.97,62.4,65.1,111.5,189.1,245.4,206.7,172.5,176.1,218.1,190.5,181.5,95.3,1914.2
11060010,PM,Buchado,Vigía del Fuerte,Antioquia,1,18,-76.78,6.42,305.9,223.2,276.1,475.4,512.7,515,504.6,492,415.2,504.1,479.4,398,5101.6
27020200,PG,Cedeño,Yarumal,Antioquia,1,2400,-75.36,7.07,83.7,151,170,349.3,441.2,381.9,355.9,382.3,381.1,415.6,310.8,148.6,3571.4
27020220,PM,Los Llanos de Cuiba ,Yarumal,Antioquia,1,2750,-75.48,6.81,80.9,135.3,159,337.6,354.5,260.8,284.1,296.8,351.6,359.3,247.4,151.5,3018.8
27020190,PM,Yarumal,Yarumal,Antioquia,1,2400,-75.42,6.96,50.9,78.7,109.9,265,346.4,291,317.8,294.3,286.6,319.5,218,110.4,2688.5
23160010,PM,Yondó,Yondó,Antioquia,8,85,-73.94,7.09,29.5,75.2,180.4,271.4,359.3,265.2,240.6,326.7,391.5,359,272.9,125.9,2897.6
27030090,PM,El Bosque,Zaragoza,Antioquia,1,220,-74.84,7.32,130.8,143.6,171.4,404.1,520.7,487.5,459.6,490.2,519.2,531.3,468.7,309.1,4636.2
27030210,PM,Zaragoza,Zaragoza,Antioquia,1,50,-74.87,7.49,95,100.8,166.9,393.9,484,486.6,462.3,502.1,497.6,515.4,457.2,242,4403.8
37055010,SP,Aeropuerto Santiago Pérez,Arauca,Arauca,8,128,-70.74,7.07,12,23.7,51.1,140.1,256.1,293.7,299,216.6,186.2,191.6,108.3,29.1,1807.5
37050010,PM,Arauquita,Arauquita,Arauca,8,100,-71.42,7.04,30.2,40.5,72.3,154.4,252,335.4,263.9,220.1,207.6,217.7,148,63.1,2005.2
29040250,PM,Campo de la Cruz,Campo de la Cruz,Atlántico,2,4,-74.89,10.38,7.9,9.1,22.8,73.1,129.6,116.1,118.1,106.7,139.1,160.7,89.7,25.8,998.7
14010020,PM,Hibacharo,Piojo,Atlántico,2,80,-75.14,10.72,3.3,1.3,9.8,56.5,149.3,127.8,111,134.6,172,233.1,139.8,36.4,1174.9
29040080,PM,Polonuevo,Polonuevo,Atlántico,2,80,-74.86,10.78,10.7,3.6,14.7,75.8,156.8,126.1,137.5,146.2,161.4,206.5,130.5,29.9,1199.7
29040300,PM,Puerto Giraldo,Ponedera,Atlántico,2,5,-74.82,10.51,4.5,4.8,29.9,81.5,133.2,120.1,112,121.7,144.3,156.3,103.9,34.3,1046.5
29040230,PM,Puerto Colombia,Puerto Colombia,Atlántico,2,5,-74.97,10.99,0.3,0.3,1.4,11.9,76.2,62.4,55.6,98.5,124.5,160.7,93.6,32.4,717.8
29040190,PM,Sabanalarga,Sabanalarga,Atlántico,2,100,-74.92,10.64,9,8.3,33.7,100.2,146.3,123.8,138.8,141.1,155.2,186,116.4,33.6,1192.4
29045020,SP,Aeropuerto Ernesto Cortissoz,Soledad,Atlántico,2,14,-74.78,10.92,1.5,0.5,1.7,32.6,122,85.1,90.8,105.6,165.6,175.6,94.2,37.3,912.5
29040310,PM,San Pedrito Alerta,Suan,Atlántico,2,8,-74.92,10.28,9.8,7.7,35.6,86.5,154.6,133.4,118.7,134.1,121.6,152.2,89.1,28.9,1072.2
29040240,PG,Usiacurí,Usiacurí,Atlántico,2,100,-74.98,10.74,10.3,5.6,17.1,68.5,128.9,124.7,119,135.6,150.2,144.2,116.4,32.5,1053
21200080,PM,Arrayán-San Francisco,Bogotá,Bogotá,11,3047,-74.03,4.58,76.7,68.2,100.7,122.3,142.9,115,139.1,105,70.1,121.5,133.6,86.6,1281.7
21201540,PG,Bosa,Bogotá,Bogotá,11,2640,-74.2,4.6,19.9,29.1,49.2,81.3,78.7,53,36.2,36,44.6,81.5,70,33.5,612.9
21200310,PM,Cerro de Suba,Bogotá,Bogotá,11,2691,-74.07,4.75,43.1,69.8,95.2,113.2,104.7,50.4,42.6,44.7,65.5,129.9,116.8,69.4,945.3
21200130,PM,Delirio,Bogotá,Bogotá,11,3000,-74.05,4.55,55.7,66.9,94.8,110.1,132.9,152.4,171.6,128.2,72.4,103.9,112.1,70.6,1271.7
21200200,PM,El Hato,Bogotá,Bogotá,11,3150,-74.18,4.38,18.9,36.4,54.1,95.7,120.9,90.1,88.1,70,63.4,80.1,69.3,34.7,821.7
21200240,PM,El Verjón ,Bogotá,Bogotá,11,3250,-74.02,4.58,51.1,62.3,97,111.5,145.5,153,166.9,131.2,84.4,120.5,120.4,73.1,1316.8
21201230,PM,Enmanuel d´Alzon,Bogotá,Bogotá,11,2520,-74.07,4.7,51.8,64,88.8,104.5,100.1,39.1,32.3,37.6,54.6,125.6,116.3,74.4,889.1
21202120,PM,Fontibón Acueducto,Bogotá,Bogotá,11,2545,-74.15,4.67,24.5,38.2,70.9,95.5,91,59.2,41.3,40.6,54,92.7,93,53.6,754.4
21200320,PM,Granizo,Bogotá,Bogotá,11,3125,-74.05,4.62,74.8,73.8,95.7,124.7,132.7,91.5,83.4,75.2,60.9,122.7,133.2,95.9,1164.5
21200340,PM,La Regadera 2 ,Bogotá,Bogotá,11,3056,-74.15,4.4,19.9,38.4,57.1,102.6,144.3,126.3,125.3,96.7,75.5,99.6,80.2,36.7,1002.4
35020310,PG,Nazareth,Bogotá,Bogotá,11,2800,-74.15,4.17,19.3,40.5,70.3,107.8,168,163,157.4,124.8,92.5,93.6,68.5,32.4,1138.1
35020410,PM,Pozo Llanitos,Bogotá,Bogotá,11,2850,-74.13,4.02,23.4,45.8,68,112.4,155,148.8,146.4,119.2,95.1,95.4,74.1,42.3,1125.9
21205240,CO,Vitelma,Bogotá,Bogotá,11,2800,-74.07,4.57,56.3,77.3,107.3,120.9,121,84,91.7,78.9,58.9,117.2,133.4,87.2,1133.9
25020350,PM,Guaranda,Achí,Bolívar,1,30,-74.54,8.49,36.1,58,93.8,227.3,452.1,464.6,407.3,450.3,404.4,494.1,373.6,125.9,3587.5
25020970,PM,Arenal,Arenal,Bolívar,8,74,-73.94,8.46,19.1,17.6,75.5,158.4,234.7,168.4,156.7,216.7,228.9,282.5,143.5,27.5,1729.5
29030040,PG,Arjona,Arjona,Bolívar,2,60,-75.35,10.25,13.1,17,25,103.6,150.1,130.9,109.5,145.8,151.3,192.5,151.7,65.4,1255.9
14015020,SP,Aeropuerto Rafael Núñez ,Cartagena,Bolívar,2,2,-75.52,10.45,2,0.5,2.3,22.2,125.7,104.1,119.3,136.6,146.5,245,158.4,55.7,1118.3
14010030,PM,Bayunca,Cartagena,Bolívar,2,35,-75.4,10.52,6.7,4.2,9.3,54.1,143.9,127.5,136.7,135.2,162.5,252.2,182.8,63.8,1278.9
29030370,PM,Santa Ana,Cartagena,Bolívar,2,1,-75.55,10.23,0.5,0.4,3.9,28.3,111.1,115.8,86,118.8,119.1,191.4,119.1,46.4,940.8
25021340,PM,La Esperanza,Cicuco,Bolívar,2,18,-74.74,9.25,13.1,14.2,36,90.8,186.9,174.1,186.9,195.9,207.3,211.3,105.3,69.2,1491
25020960,PM,Córdoba,Córdoba,Bolívar,2,20,-74.83,9.59,8.8,17.9,36.6,100.5,264.3,154,203,204.3,229.1,239.2,127.1,71,1655.8
25021310,PM,El Pozón,Hatillo de Loba,Bolívar,2,20,-74.41,9,26.1,37.1,55.8,145.2,280.2,276.5,254.1,298.4,348,399.7,279.1,138.5,2538.7
25021540,PM,Las Aguadas - Alerta,Hatillo de Loba,Bolívar,2,30,-74.06,8.95,22.1,42.4,81.5,163.4,234.3,216.5,161.6,234.7,296.3,367.4,239.8,98.1,2158.1
25021510,PM,Barbosa,Magangué,Bolívar,2,19,-74.64,9.02,20.5,23.3,56,126.7,237.8,271.2,295,299.9,329.9,346.4,247.1,112.6,2366.4
25021280,PM,Coyongal Alertas,Magangué,Bolívar,2,20,-74.51,8.97,22.3,31.2,49.1,128,245.5,270.3,276.8,266.2,314.3,366.2,304.6,106.6,2381.1
25020950,PM,San Antonio Alerta,Magangué,Bolívar,2,10,-74.77,9.04,9.7,16,32.4,110.7,278,260,291.3,329,328.3,310,213.1,82.3,2260.8
29030430,PM,El Viso,Mahates,Bolívar,2,8,-75.24,10.15,9.6,27.4,36.8,102.7,171.6,183.1,204.8,210.3,219.5,236,179.2,75.8,1656.8
29030280,PM,San Basilio,Mahates,Bolívar,2,50,-75.2,10.09,30.9,34.8,53.4,161,268.1,229.7,205,321.6,307.9,329.2,231.1,74.2,2246.9
25020890,PM,Chilloa,Margarita,Bolívar,2,20,-74.22,9.12,16.3,30.3,75.8,168.7,252.3,212,156.2,214.9,252.9,291.3,177.9,72.8,1921.4
29030310,PM,El Níspero,María La Baja,Bolívar,2,10,-75.42,9.93,17,9.8,33.8,101.3,185.8,166.9,166.7,185.7,185.6,235.2,179.1,70.4,1537.3
29030450,PM,La Calma,María La Baja,Bolívar,2,60,-75.26,9.93,59.2,49.8,82.3,178.8,233.7,193.9,179.5,205.5,227.8,287.3,194.2,103.5,1995.5
29030780,PM,Mampuján,María La Baja,Bolívar,2,60,-75.23,9.98,36.7,44.6,66.5,183.8,250.6,241.5,229.7,235.4,298.9,312.1,220.9,126.3,2247
25021270,PM,Candelaria,Mompós,Bolívar,2,20,-74.53,9.07,20.6,19.8,41.7,107.3,237.9,227.6,229.8,232.4,284.9,286.1,209.1,103.7,2000.9
25021330,PM,Guaymaral,Mompós,Bolívar,2,20,-74.61,9.12,20.1,11.5,40,143.1,262.3,260.9,222,248.5,256.1,277,194.5,107.9,2043.9
25021350,PM,Mompós,Mompós,Bolívar,2,20,-74.44,9.26,12.2,13.5,45,113,205.7,170.6,149.5,166.1,195.5,214.3,116.2,78.2,1479.8
25021180,PM,Santa Cruz,Mompós,Bolívar,2,20,-74.69,9.08,20,12.6,40.8,117.7,222.2,236.9,266.7,289.7,310.3,303.8,205.5,81.1,2107.3
25021050,PM,Regidor,Regidor,Bolívar,8,35,-73.82,8.67,11.7,29.4,92.2,153,212.2,166.2,152.1,226.2,227.6,257.1,135.5,37.3,1700.5
25020810,PM,Astilleros,San Jacinto del Cauca,Bolívar,1,40,-74.61,8.29,48.7,73,108.1,297.3,486.3,457.2,534.4,617.3,479.1,605,540.2,239,4485.6
25020330,PM,Caimital,San Jacinto del Cauca,Bolívar,1,25,-74.57,8.37,42.8,62.2,94.6,315.9,437.8,427.1,511.2,561.3,491.1,602.7,491.4,211.5,4249.6
25020410,PM,La Candelaria,San Jacinto del Cauca,Bolívar,1,28,-74.73,8.22,45.6,66,93.3,250.2,445.9,432.9,473.5,615.2,433.7,496.3,490.8,199,4042.4
23200060,PM,Santo Domingo,San Pablo,Bolívar,8,80,-73.94,7.67,18.9,37.4,100.7,205.3,272,253.6,269.2,270.3,279.2,291.6,182.8,57.2,2238.2
29030050,PM,San Estanislao,San Estanislao,Bolívar,2,20,-75.16,10.4,6.3,5.9,23.2,69.4,142.7,116.7,98.9,106.7,111.4,163.2,92.3,33.5,970.2
25021290,PM,El Jolón,San Fernando,Bolívar,2,25,-74.41,9.1,21.7,20.1,52.6,120.2,227.2,217.8,170.2,204.1,252.8,276.9,206.3,95.4,1865.3
25021090,PM,Santa Rosa,San Fernando,Bolívar,2,40,-74.31,9.09,17.4,20,64.9,113.1,232.3,180.2,176.3,230.6,256.3,276.2,192,106.7,1866
29030570,PG,La Haya,San Juán Nepomuceno,Bolívar,2,100,-75.19,9.96,35.1,35.5,78.5,147.9,203.9,148.2,147.1,165.8,165.8,215.3,166.9,93.4,1603.4
29030200,PM,San Cayetano,San Juán Nepomuceno,Bolívar,2,70,-75.14,10.1,25.6,35.2,53.3,111.4,172.3,166.4,144.3,168.5,160.9,207.3,147.1,74,1466.3
14010050,PM,Cañaveral,Turbaco,Bolívar,2,75,-75.34,10.41,10.4,11.6,22.8,99.3,145.9,124.3,122,140.7,143.1,224,163.1,50.7,1257.9
29010130,PM,Hacienda Indugan ,Zambrano,Bolívar,2,20,-74.85,9.81,15.5,25.4,46.2,92.5,145.3,114.8,117.3,135.4,135.6,127.9,83.9,28.3,1068.1
29010050,PM,Zambrano,Zambrano,Bolívar,2,15,-74.82,9.7,15.4,26.1,43.3,99,135.1,121.6,102.9,112.6,122,144.7,66.3,23.1,1012.1
35070260,PG,Almeida,Almeida,Boyacá,6,1954,-73.38,4.97,16.5,44.4,70.8,133.5,208.7,238.9,227.6,213.6,153.3,118.4,67,33.1,1525.8
35070470,PM,Escuela Los Molinos,Almeida,Boyacá,6,2150,-73.41,4.95,23.4,55.9,101.5,167.4,250.4,288.4,304.4,263.8,164.3,131.2,105,44.3,1900
35190020,PM,Toquilla,Aquitania,Boyacá,6,2950,-72.79,5.52,14.4,22.4,61.5,103.5,158,183.4,189.1,171.9,143.3,108.1,76.1,26.5,1258.2
24010630,PM,Arcabuco,Arcabuco,Boyacá,6,2600,-73.44,5.76,126.3,149.8,221.5,233.2,176.8,71.9,62.5,58.2,109.1,237.6,225.9,156.4,1829.2
35080030,PM,Camp Buenavista,Berbeo,Boyacá,6,1370,-73.09,5.18,23.3,47.4,72.3,157,249.1,285.4,276.2,226.1,179.5,164.1,121.9,57.9,1860.2
24035330,AM,Boavita,Boavita,Boyacá,6,2150,-72.58,6.33,43.6,67.9,104.4,194,163.5,81.5,57.3,77,113.6,185.9,139.4,65.2,1293.3
35090050,PM,Vista Hermosa,Campohermoso,Boyacá,6,1200,-73.05,5,41.4,79.2,132.9,328.2,484.6,567.8,545.7,476.6,371.7,319.1,227.1,86.4,3660.7
24030590,PM,Cerinza,Cerinza,Boyacá,6,2643,-72.94,5.96,36.7,50.2,103.9,148.6,132.7,69.7,54.4,56.7,82.9,150.7,103,51.3,1040.8
35070070,PM,Chinavita,Chinavita,Boyacá,6,1900,-73.36,5.16,18.7,47.7,68.5,128.2,197.7,209.5,229.7,186.2,138.9,133.9,107.1,45.8,1511.9
